state_slug,state_name,year,quarter,quarter_start_date,source_category,transaction_count,transaction_value_inr,source_file
chandigarh,Chandigarh,2023,3,2023-07-01,Utility,888688,884647955.6154056,data/aggregated/transaction/country/india/state/chandigarh/2023/3.json
chandigarh,Chandigarh,2023,4,2023-10-01,P2P,3600977,10911551521.56141,data/aggregated/transaction/country/india/state/chandigarh/2023/4.json
chandigarh,Chandigarh,2023,4,2023-10-01,Retail,9344696,5031119046.243446,data/aggregated/transaction/country/india/state/chandigarh/2023/4.json
chandigarh,Chandigarh,2023,4,2023-10-01,Utility,839308,972499572.4324951,data/aggregated/transaction/country/india/state/chandigarh/2023/4.json
chandigarh,Chandigarh,2024,1,2024-01-01,P2P,3544955,10568202027.870966,data/aggregated/transaction/country/india/state/chandigarh/2024/1.json
chandigarh,Chandigarh,2024,1,2024-01-01,Retail,9276490,5032455928.731865,data/aggregated/transaction/country/india/state/chandigarh/2024/1.json
chandigarh,Chandigarh,2024,1,2024-01-01,Utility,845616,940432433.4457154,data/aggregated/transaction/country/india/state/chandigarh/2024/1.json
chandigarh,Chandigarh,2024,2,2024-04-01,Retail,11519996,5702157482.674397,data/aggregated/transaction/country/india/state/chandigarh/2024/2.json
chandigarh,Chandigarh,2024,2,2024-04-01,Utility,945062,1028691922.7154293,data/aggregated/transaction/country/india/state/chandigarh/2024/2.json
chandigarh,Chandigarh,2024,2,2024-04-01,P2P,4105222,11567654688.03838,data/aggregated/transaction/country/india/state/chandigarh/2024/2.json
chandigarh,Chandigarh,2024,3,2024-07-01,P2P,4542561,12144478726.642738,data/aggregated/transaction/country/india/state/chandigarh/2024/3.json
chandigarh,Chandigarh,2024,3,2024-07-01,Retail,12269851,6052898655.770284,data/aggregated/transaction/country/india/state/chandigarh/2024/3.json
chandigarh,Chandigarh,2024,3,2024-07-01,Utility,1018070,1201087569.8867035,data/aggregated/transaction/country/india/state/chandigarh/2024/3.json
chandigarh,Chandigarh,2024,4,2024-10-01,P2P,4741956,12855331546.098246,data/aggregated/transaction/country/india/state/chandigarh/2024/4.json
chandigarh,Chandigarh,2024,4,2024-10-01,Retail,12890043,6559129601.997088,data/aggregated/transaction/country/india/state/chandigarh/2024/4.json
chandigarh,Chandigarh,2024,4,2024-10-01,Utility,1013894,1217379577.9737787,data/aggregated/transaction/country/india/state/chandigarh/2024/4.json
chandigarh,Chandigarh,2025,1,2025-01-01,P2P,5030048,13333109998.462858,data/aggregated/transaction/country/india/state/chandigarh/2025/1.json
chandigarh,Chandigarh,2025,1,2025-01-01,Retail,13786138,6587677932.307805,data/aggregated/transaction/country/india/state/chandigarh/2025/1.json
chandigarh,Chandigarh,2025,1,2025-01-01,Utility,1115029,1318754234.4457016,data/aggregated/transaction/country/india/state/chandigarh/2025/1.json
chandigarh,Chandigarh,2025,2,2025-04-01,P2P,4978557,13338519899.8829,data/aggregated/transaction/country/india/state/chandigarh/2025/2.json
chandigarh,Chandigarh,2025,2,2025-04-01,Retail,14246760,6497659997.024847,data/aggregated/transaction/country/india/state/chandigarh/2025/2.json
chandigarh,Chandigarh,2025,2,2025-04-01,Utility,1030151,1349478931.145965,data/aggregated/transaction/country/india/state/chandigarh/2025/2.json
chandigarh,Chandigarh,2025,3,2025-07-01,P2P,5537474,13843269054.567312,data/aggregated/transaction/country/india/state/chandigarh/2025/3.json
chandigarh,Chandigarh,2025,3,2025-07-01,Retail,15506364,7025275261.373009,data/aggregated/transaction/country/india/state/chandigarh/2025/3.json
chandigarh,Chandigarh,2025,3,2025-07-01,Utility,1105728,1529166754.252012,data/aggregated/transaction/country/india/state/chandigarh/2025/3.json
chandigarh,Chandigarh,2025,4,2025-10-01,Retail,15785608,7601505237.964993,data/aggregated/transaction/country/india/state/chandigarh/2025/4.json
chandigarh,Chandigarh,2025,4,2025-10-01,Utility,1093710,1611624290.3428206,data/aggregated/transaction/country/india/state/chandigarh/2025/4.json
chandigarh,Chandigarh,2025,4,2025-10-01,P2P,5748592,14648607139.925442,data/aggregated/transaction/country/india/state/chandigarh/2025/4.json
chandigarh,Chandigarh,2026,1,2026-01-01,P2P,5753972,14513993367.764397,data/aggregated/transaction/country/india/state/chandigarh/2026/1.json
chandigarh,Chandigarh,2026,1,2026-01-01,Retail,15927532,7582428441.866196,data/aggregated/transaction/country/india/state/chandigarh/2026/1.json
chandigarh,Chandigarh,2026,1,2026-01-01,Utility,1138785,1688034953.3708043,data/aggregated/transaction/country/india/state/chandigarh/2026/1.json
chandigarh,Chandigarh,2026,2,2026-04-01,Retail,17838348,8132749166.987701,data/aggregated/transaction/country/india/state/chandigarh/2026/2.json
chandigarh,Chandigarh,2026,2,2026-04-01,Utility,1109237,1810855672.715648,data/aggregated/transaction/country/india/state/chandigarh/2026/2.json
chandigarh,Chandigarh,2026,2,2026-04-01,P2P,6189470,15289686888.9889,data/aggregated/transaction/country/india/state/chandigarh/2026/2.json
chhattisgarh,Chhattisgarh,2018,1,2018-01-01,P2P,639043,2199424450.7202754,data/aggregated/transaction/country/india/state/chhattisgarh/2018/1.json
chhattisgarh,Chhattisgarh,2018,1,2018-01-01,Retail,1589599,338270442.4517413,data/aggregated/transaction/country/india/state/chhattisgarh/2018/1.json
chhattisgarh,Chhattisgarh,2018,1,2018-01-01,Utility,79932,62719577.66367968,data/aggregated/transaction/country/india/state/chhattisgarh/2018/1.json
chhattisgarh,Chhattisgarh,2018,2,2018-04-01,P2P,1072278,4345256541.86434,data/aggregated/transaction/country/india/state/chhattisgarh/2018/2.json
chhattisgarh,Chhattisgarh,2018,2,2018-04-01,Retail,2124217,537558773.7104872,data/aggregated/transaction/country/india/state/chhattisgarh/2018/2.json
chhattisgarh,Chhattisgarh,2018,2,2018-04-01,Utility,183975,137572759.6219744,data/aggregated/transaction/country/india/state/chhattisgarh/2018/2.json
chhattisgarh,Chhattisgarh,2018,3,2018-07-01,P2P,1798955,6451134637.324331,data/aggregated/transaction/country/india/state/chhattisgarh/2018/3.json
chhattisgarh,Chhattisgarh,2018,3,2018-07-01,Retail,2435063,580296706.685226,data/aggregated/transaction/country/india/state/chhattisgarh/2018/3.json
chhattisgarh,Chhattisgarh,2018,3,2018-07-01,Utility,278528,188357371.07276106,data/aggregated/transaction/country/india/state/chhattisgarh/2018/3.json
chhattisgarh,Chhattisgarh,2018,4,2018-10-01,P2P,2623941,9626783124.04478,data/aggregated/transaction/country/india/state/chhattisgarh/2018/4.json
chhattisgarh,Chhattisgarh,2018,4,2018-10-01,Retail,3372461,872005328.5120766,data/aggregated/transaction/country/india/state/chhattisgarh/2018/4.json
chhattisgarh,Chhattisgarh,2018,4,2018-10-01,Utility,356824,256482611.80247933,data/aggregated/transaction/country/india/state/chhattisgarh/2018/4.json
chhattisgarh,Chhattisgarh,2019,1,2019-01-01,P2P,4296607,12633669608.33778,data/aggregated/transaction/country/india/state/chhattisgarh/2019/1.json
chhattisgarh,Chhattisgarh,2019,1,2019-01-01,Retail,4062272,980947178.8722672,data/aggregated/transaction/country/india/state/chhattisgarh/2019/1.json
chhattisgarh,Chhattisgarh,2019,1,2019-01-01,Utility,447231,309540800.2896508,data/aggregated/transaction/country/india/state/chhattisgarh/2019/1.json
chhattisgarh,Chhattisgarh,2019,2,2019-04-01,P2P,4418365,16503405313.262173,data/aggregated/transaction/country/india/state/chhattisgarh/2019/2.json
chhattisgarh,Chhattisgarh,2019,2,2019-04-01,Retail,5256226,1361661066.5028129,data/aggregated/transaction/country/india/state/chhattisgarh/2019/2.json
chhattisgarh,Chhattisgarh,2019,2,2019-04-01,Utility,467315,381191794.5758914,data/aggregated/transaction/country/india/state/chhattisgarh/2019/2.json
chhattisgarh,Chhattisgarh,2019,3,2019-07-01,P2P,5228457,19119241933.42723,data/aggregated/transaction/country/india/state/chhattisgarh/2019/3.json
chhattisgarh,Chhattisgarh,2019,3,2019-07-01,Retail,6394057,1726263827.0973592,data/aggregated/transaction/country/india/state/chhattisgarh/2019/3.json
chhattisgarh,Chhattisgarh,2019,3,2019-07-01,Utility,837626,571122195.3147383,data/aggregated/transaction/country/india/state/chhattisgarh/2019/3.json
chhattisgarh,Chhattisgarh,2019,4,2019-10-01,P2P,7300968,25385146250.63431,data/aggregated/transaction/country/india/state/chhattisgarh/2019/4.json
chhattisgarh,Chhattisgarh,2019,4,2019-10-01,Retail,7244686,2241189830.883694,data/aggregated/transaction/country/india/state/chhattisgarh/2019/4.json
chhattisgarh,Chhattisgarh,2019,4,2019-10-01,Utility,1811639,836791021.5801977,data/aggregated/transaction/country/india/state/chhattisgarh/2019/4.json
chhattisgarh,Chhattisgarh,2020,1,2020-01-01,P2P,7781097,28456900970.186348,data/aggregated/transaction/country/india/state/chhattisgarh/2020/1.json
chhattisgarh,Chhattisgarh,2020,1,2020-01-01,Retail,8600738,3076920516.1918325,data/aggregated/transaction/country/india/state/chhattisgarh/2020/1.json
chhattisgarh,Chhattisgarh,2020,1,2020-01-01,Utility,2711559,1057074133.2345296,data/aggregated/transaction/country/india/state/chhattisgarh/2020/1.json
chhattisgarh,Chhattisgarh,2020,2,2020-04-01,P2P,8442089,32203052810.64556,data/aggregated/transaction/country/india/state/chhattisgarh/2020/2.json
chhattisgarh,Chhattisgarh,2020,2,2020-04-01,Retail,8614241,3971217616.4122953,data/aggregated/transaction/country/india/state/chhattisgarh/2020/2.json
chhattisgarh,Chhattisgarh,2020,2,2020-04-01,Utility,3952782,1450120869.071852,data/aggregated/transaction/country/india/state/chhattisgarh/2020/2.json
chhattisgarh,Chhattisgarh,2020,3,2020-07-01,P2P,12041208,42839534553.48503,data/aggregated/transaction/country/india/state/chhattisgarh/2020/3.json
chhattisgarh,Chhattisgarh,2020,3,2020-07-01,Retail,12030721,6020586808.801028,data/aggregated/transaction/country/india/state/chhattisgarh/2020/3.json
chhattisgarh,Chhattisgarh,2020,3,2020-07-01,Utility,4210764,1857405996.4025812,data/aggregated/transaction/country/india/state/chhattisgarh/2020/3.json
chhattisgarh,Chhattisgarh,2020,4,2020-10-01,P2P,16417563,58558268200.87431,data/aggregated/transaction/country/india/state/chhattisgarh/2020/4.json
chhattisgarh,Chhattisgarh,2020,4,2020-10-01,Retail,18163320,10151551263.973019,data/aggregated/transaction/country/india/state/chhattisgarh/2020/4.json
chhattisgarh,Chhattisgarh,2020,4,2020-10-01,Utility,5223775,2378291823.7794766,data/aggregated/transaction/country/india/state/chhattisgarh/2020/4.json
chhattisgarh,Chhattisgarh,2021,1,2021-01-01,P2P,19316584,68390611332.8906,data/aggregated/transaction/country/india/state/chhattisgarh/2021/1.json
chhattisgarh,Chhattisgarh,2021,1,2021-01-01,Retail,19091610,13086702723.98989,data/aggregated/transaction/country/india/state/chhattisgarh/2021/1.json
chhattisgarh,Chhattisgarh,2021,1,2021-01-01,Utility,10222266,3560607742.1868725,data/aggregated/transaction/country/india/state/chhattisgarh/2021/1.json
chhattisgarh,Chhattisgarh,2021,2,2021-04-01,P2P,23437224,78058194775.76451,data/aggregated/transaction/country/india/state/chhattisgarh/2021/2.json
chhattisgarh,Chhattisgarh,2021,2,2021-04-01,Retail,19178737,15979624167.123646,data/aggregated/transaction/country/india/state/chhattisgarh/2021/2.json
chhattisgarh,Chhattisgarh,2021,2,2021-04-01,Utility,14858951,4749198822.971389,data/aggregated/transaction/country/india/state/chhattisgarh/2021/2.json
chhattisgarh,Chhattisgarh,2021,3,2021-07-01,P2P,31909232,99499740606.44696,data/aggregated/transaction/country/india/state/chhattisgarh/2021/3.json
chhattisgarh,Chhattisgarh,2021,3,2021-07-01,Retail,33321770,23693485284.03457,data/aggregated/transaction/country/india/state/chhattisgarh/2021/3.json
chhattisgarh,Chhattisgarh,2021,3,2021-07-01,Utility,15486870,5663499446.814711,data/aggregated/transaction/country/india/state/chhattisgarh/2021/3.json
chhattisgarh,Chhattisgarh,2021,4,2021-10-01,P2P,35131434,107259337940.64285,data/aggregated/transaction/country/india/state/chhattisgarh/2021/4.json
chhattisgarh,Chhattisgarh,2021,4,2021-10-01,Retail,42220296,29698463598.03321,data/aggregated/transaction/country/india/state/chhattisgarh/2021/4.json
chhattisgarh,Chhattisgarh,2021,4,2021-10-01,Utility,13634340,5939746042.620514,data/aggregated/transaction/country/india/state/chhattisgarh/2021/4.json
chhattisgarh,Chhattisgarh,2022,1,2022-01-01,P2P,45584964,141720336371.81226,data/aggregated/transaction/country/india/state/chhattisgarh/2022/1.json
chhattisgarh,Chhattisgarh,2022,1,2022-01-01,Retail,57726019,39195901284.535034,data/aggregated/transaction/country/india/state/chhattisgarh/2022/1.json
chhattisgarh,Chhattisgarh,2022,1,2022-01-01,Utility,15340629,7269784033.518572,data/aggregated/transaction/country/india/state/chhattisgarh/2022/1.json
chhattisgarh,Chhattisgarh,2022,2,2022-04-01,P2P,52204431,160672636405.20227,data/aggregated/transaction/country/india/state/chhattisgarh/2022/2.json
chhattisgarh,Chhattisgarh,2022,2,2022-04-01,Retail,73440835,48154530023.61329,data/aggregated/transaction/country/india/state/chhattisgarh/2022/2.json
chhattisgarh,Chhattisgarh,2022,2,2022-04-01,Utility,18004384,8313919806.111185,data/aggregated/transaction/country/india/state/chhattisgarh/2022/2.json
chhattisgarh,Chhattisgarh,2022,3,2022-07-01,P2P,61107108,170314587802.615,data/aggregated/transaction/country/india/state/chhattisgarh/2022/3.json
chhattisgarh,Chhattisgarh,2022,3,2022-07-01,Retail,87352711,52183614996.599335,data/aggregated/transaction/country/india/state/chhattisgarh/2022/3.json
chhattisgarh,Chhattisgarh,2022,3,2022-07-01,Utility,20317816,9836928176.518215,data/aggregated/transaction/country/india/state/chhattisgarh/2022/3.json
chhattisgarh,Chhattisgarh,2022,4,2022-10-01,P2P,69413479,194665962701.71442,data/aggregated/transaction/country/india/state/chhattisgarh/2022/4.json
chhattisgarh,Chhattisgarh,2022,4,2022-10-01,Retail,102175844,61778156867.15517,data/aggregated/transaction/country/india/state/chhattisgarh/2022/4.json
chhattisgarh,Chhattisgarh,2022,4,2022-10-01,Utility,21052451,10718672750.324045,data/aggregated/transaction/country/india/state/chhattisgarh/2022/4.json
chhattisgarh,Chhattisgarh,2023,1,2023-01-01,P2P,76789266,221276268653.86865,data/aggregated/transaction/country/india/state/chhattisgarh/2023/1.json
chhattisgarh,Chhattisgarh,2023,1,2023-01-01,Retail,113977816,66166419693.63317,data/aggregated/transaction/country/india/state/chhattisgarh/2023/1.json
chhattisgarh,Chhattisgarh,2023,1,2023-01-01,Utility,23918375,12101372198.624039,data/aggregated/transaction/country/india/state/chhattisgarh/2023/1.json
chhattisgarh,Chhattisgarh,2023,2,2023-04-01,P2P,86943045,243309053293.7799,data/aggregated/transaction/country/india/state/chhattisgarh/2023/2.json
chhattisgarh,Chhattisgarh,2023,2,2023-04-01,Retail,136171929,74406227375.2309,data/aggregated/transaction/country/india/state/chhattisgarh/2023/2.json
chhattisgarh,Chhattisgarh,2023,2,2023-04-01,Utility,27053139,13743470449.964737,data/aggregated/transaction/country/india/state/chhattisgarh/2023/2.json
chhattisgarh,Chhattisgarh,2023,3,2023-07-01,P2P,97126941,251762398611.28284,data/aggregated/transaction/country/india/state/chhattisgarh/2023/3.json
chhattisgarh,Chhattisgarh,2023,3,2023-07-01,Retail,158512662,82148157995.35437,data/aggregated/transaction/country/india/state/chhattisgarh/2023/3.json
chhattisgarh,Chhattisgarh,2023,3,2023-07-01,Utility,27931179,15323574495.4424,data/aggregated/transaction/country/india/state/chhattisgarh/2023/3.json
chhattisgarh,Chhattisgarh,2023,4,2023-10-01,P2P,110933299,287921577367.01697,data/aggregated/transaction/country/india/state/chhattisgarh/2023/4.json
chhattisgarh,Chhattisgarh,2023,4,2023-10-01,Retail,183166600,99469897291.36981,data/aggregated/transaction/country/india/state/chhattisgarh/2023/4.json
chhattisgarh,Chhattisgarh,2023,4,2023-10-01,Utility,28461939,16872123833.628119,data/aggregated/transaction/country/india/state/chhattisgarh/2023/4.json
chhattisgarh,Chhattisgarh,2024,1,2024-01-01,P2P,124650369,330275902030.3138,data/aggregated/transaction/country/india/state/chhattisgarh/2024/1.json
chhattisgarh,Chhattisgarh,2024,1,2024-01-01,Retail,209330663,113386320406.94305,data/aggregated/transaction/country/india/state/chhattisgarh/2024/1.json
chhattisgarh,Chhattisgarh,2024,1,2024-01-01,Utility,32670030,19367928537.40054,data/aggregated/transaction/country/india/state/chhattisgarh/2024/1.json
chhattisgarh,Chhattisgarh,2024,2,2024-04-01,P2P,134770237,347372864362.27997,data/aggregated/transaction/country/india/state/chhattisgarh/2024/2.json
chhattisgarh,Chhattisgarh,2024,2,2024-04-01,Retail,241644172,126772976226.53365,data/aggregated/transaction/country/india/state/chhattisgarh/2024/2.json
chhattisgarh,Chhattisgarh,2024,2,2024-04-01,Utility,36083364,21193685393.288826,data/aggregated/transaction/country/india/state/chhattisgarh/2024/2.json
chhattisgarh,Chhattisgarh,2024,3,2024-07-01,P2P,146277797,342222461356.3998,data/aggregated/transaction/country/india/state/chhattisgarh/2024/3.json
chhattisgarh,Chhattisgarh,2024,3,2024-07-01,Retail,260777393,128573992754.84366,data/aggregated/transaction/country/india/state/chhattisgarh/2024/3.json
chhattisgarh,Chhattisgarh,2024,3,2024-07-01,Utility,36086655,25131241007.308952,data/aggregated/transaction/country/india/state/chhattisgarh/2024/3.json
chhattisgarh,Chhattisgarh,2024,4,2024-10-01,P2P,166440802,398333402706.46814,data/aggregated/transaction/country/india/state/chhattisgarh/2024/4.json
chhattisgarh,Chhattisgarh,2024,4,2024-10-01,Retail,296276945,149840330219.5924,data/aggregated/transaction/country/india/state/chhattisgarh/2024/4.json
chhattisgarh,Chhattisgarh,2024,4,2024-10-01,Utility,37316174,27198344082.406624,data/aggregated/transaction/country/india/state/chhattisgarh/2024/4.json
chhattisgarh,Chhattisgarh,2025,1,2025-01-01,P2P,164285124,412319347410.806,data/aggregated/transaction/country/india/state/chhattisgarh/2025/1.json
chhattisgarh,Chhattisgarh,2025,1,2025-01-01,Retail,292745236,144381936256.64523,data/aggregated/transaction/country/india/state/chhattisgarh/2025/1.json
chhattisgarh,Chhattisgarh,2025,1,2025-01-01,Utility,41684435,28935560914.55092,data/aggregated/transaction/country/india/state/chhattisgarh/2025/1.json
chhattisgarh,Chhattisgarh,2025,2,2025-04-01,P2P,166802677,402008315155.81885,data/aggregated/transaction/country/india/state/chhattisgarh/2025/2.json
chhattisgarh,Chhattisgarh,2025,2,2025-04-01,Retail,320942200,153727687156.20544,data/aggregated/transaction/country/india/state/chhattisgarh/2025/2.json
chhattisgarh,Chhattisgarh,2025,2,2025-04-01,Utility,42493171,29221148058.36684,data/aggregated/transaction/country/india/state/chhattisgarh/2025/2.json
chhattisgarh,Chhattisgarh,2025,3,2025-07-01,P2P,179010025,390633327973.07587,data/aggregated/transaction/country/india/state/chhattisgarh/2025/3.json
chhattisgarh,Chhattisgarh,2025,3,2025-07-01,Retail,346929895,156299005139.77493,data/aggregated/transaction/country/india/state/chhattisgarh/2025/3.json
chhattisgarh,Chhattisgarh,2025,3,2025-07-01,Utility,41810158,32498032996.625614,data/aggregated/transaction/country/india/state/chhattisgarh/2025/3.json
chhattisgarh,Chhattisgarh,2025,4,2025-10-01,P2P,194816642,429735402767.80164,data/aggregated/transaction/country/india/state/chhattisgarh/2025/4.json
chhattisgarh,Chhattisgarh,2025,4,2025-10-01,Retail,369466099,174934922143.60156,data/aggregated/transaction/country/india/state/chhattisgarh/2025/4.json
chhattisgarh,Chhattisgarh,2025,4,2025-10-01,Utility,41418377,34633663697.192986,data/aggregated/transaction/country/india/state/chhattisgarh/2025/4.json
chhattisgarh,Chhattisgarh,2026,1,2026-01-01,P2P,199909355,462304732500.98254,data/aggregated/transaction/country/india/state/chhattisgarh/2026/1.json
chhattisgarh,Chhattisgarh,2026,1,2026-01-01,Retail,381331900,182176255365.59518,data/aggregated/transaction/country/india/state/chhattisgarh/2026/1.json
chhattisgarh,Chhattisgarh,2026,1,2026-01-01,Utility,44200445,37502090879.16752,data/aggregated/transaction/country/india/state/chhattisgarh/2026/1.json
chhattisgarh,Chhattisgarh,2026,2,2026-04-01,P2P,199041865,449961160989.97925,data/aggregated/transaction/country/india/state/chhattisgarh/2026/2.json
chhattisgarh,Chhattisgarh,2026,2,2026-04-01,Retail,402505854,191348370115.37585,data/aggregated/transaction/country/india/state/chhattisgarh/2026/2.json
chhattisgarh,Chhattisgarh,2026,2,2026-04-01,Utility,44653852,37091821355.91428,data/aggregated/transaction/country/india/state/chhattisgarh/2026/2.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2018,1,2018-01-01,P2P,48727,173922810.93770158,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2018/1.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2018,1,2018-01-01,Retail,124310,24948334.23040723,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2018/1.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2018,1,2018-01-01,Utility,2712,4867363.158124156,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2018/1.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2018,2,2018-04-01,P2P,75693,293723370.6416336,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2018/2.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2018,2,2018-04-01,Retail,150355,33572404.964676365,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2018/2.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2018,2,2018-04-01,Utility,7282,12424637.82031374,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2018/2.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2018,3,2018-07-01,P2P,125652,435737334.31896126,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2018/3.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2018,3,2018-07-01,Retail,190778,42424847.55864592,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2018/3.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2018,3,2018-07-01,Utility,10687,16566104.203027183,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2018/3.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2018,4,2018-10-01,Retail,240461,62916164.34445451,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2018/4.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2018,4,2018-10-01,P2P,207646,631929303.1922213,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2018/4.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2018,4,2018-10-01,Utility,12612,24102879.206641648,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2018/4.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2019,1,2019-01-01,P2P,463399,873419568.1768848,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2019/1.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2019,1,2019-01-01,Retail,285372,68511994.70455506,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2019/1.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2019,1,2019-01-01,Utility,16689,30647048.735031884,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2019/1.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2019,2,2019-04-01,P2P,320409,967478586.1172,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2019/2.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2019,2,2019-04-01,Retail,324440,85245153.88679248,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2019/2.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2019,2,2019-04-01,Utility,15630,34573296.7171056,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2019/2.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2019,3,2019-07-01,P2P,340048,1127757512.0271516,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2019/3.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2019,3,2019-07-01,Retail,371757,93514062.99208686,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2019/3.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2019,3,2019-07-01,Utility,42282,57540452.12475542,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2019/3.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2019,4,2019-10-01,P2P,439004,1425683989.9855833,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2019/4.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2019,4,2019-10-01,Retail,375567,102520282.2244871,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2019/4.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2019,4,2019-10-01,Utility,102306,87165323.30676733,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2019/4.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2020,1,2020-01-01,P2P,449715,1534425694.1009822,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2020/1.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2020,1,2020-01-01,Retail,459843,145900422.44347167,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2020/1.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2020,1,2020-01-01,Utility,149809,102741983.06915921,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2020/1.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2020,2,2020-04-01,P2P,427476,1386584598.5423698,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2020/2.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2020,2,2020-04-01,Retail,483124,172035286.74727154,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2020/2.json
dadra-&-nagar-haveli-&-daman-&-diu,Dadra & Nagar Haveli and Daman & Diu,2020,2,2020-04-01,Utility,218092,107254586.61550687,data/aggregated/transaction/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2020/2.json
