state_slug,state_name,year,quarter,quarter_start_date,registered_count,source_file
arunachal-pradesh,Arunachal Pradesh,2024,4,2024-10-01,743265,data/aggregated/user/country/india/state/arunachal-pradesh/2024/4.json
arunachal-pradesh,Arunachal Pradesh,2025,1,2025-01-01,772957,data/aggregated/user/country/india/state/arunachal-pradesh/2025/1.json
arunachal-pradesh,Arunachal Pradesh,2025,2,2025-04-01,803428,data/aggregated/user/country/india/state/arunachal-pradesh/2025/2.json
arunachal-pradesh,Arunachal Pradesh,2025,3,2025-07-01,834455,data/aggregated/user/country/india/state/arunachal-pradesh/2025/3.json
arunachal-pradesh,Arunachal Pradesh,2025,4,2025-10-01,865553,data/aggregated/user/country/india/state/arunachal-pradesh/2025/4.json
arunachal-pradesh,Arunachal Pradesh,2026,1,2026-01-01,894421,data/aggregated/user/country/india/state/arunachal-pradesh/2026/1.json
arunachal-pradesh,Arunachal Pradesh,2026,2,2026-04-01,951240,data/aggregated/user/country/india/state/arunachal-pradesh/2026/2.json
assam,Assam,2018,1,2018-01-01,449118,data/aggregated/user/country/india/state/assam/2018/1.json
assam,Assam,2018,2,2018-04-01,669433,data/aggregated/user/country/india/state/assam/2018/2.json
assam,Assam,2018,3,2018-07-01,900297,data/aggregated/user/country/india/state/assam/2018/3.json
assam,Assam,2018,4,2018-10-01,1200972,data/aggregated/user/country/india/state/assam/2018/4.json
assam,Assam,2019,1,2019-01-01,1461630,data/aggregated/user/country/india/state/assam/2019/1.json
assam,Assam,2019,2,2019-04-01,1719942,data/aggregated/user/country/india/state/assam/2019/2.json
assam,Assam,2019,3,2019-07-01,1997575,data/aggregated/user/country/india/state/assam/2019/3.json
assam,Assam,2019,4,2019-10-01,2240183,data/aggregated/user/country/india/state/assam/2019/4.json
assam,Assam,2020,1,2020-01-01,2534072,data/aggregated/user/country/india/state/assam/2020/1.json
assam,Assam,2020,2,2020-04-01,2938372,data/aggregated/user/country/india/state/assam/2020/2.json
assam,Assam,2020,3,2020-07-01,3266212,data/aggregated/user/country/india/state/assam/2020/3.json
assam,Assam,2020,4,2020-10-01,3615153,data/aggregated/user/country/india/state/assam/2020/4.json
assam,Assam,2021,1,2021-01-01,3929145,data/aggregated/user/country/india/state/assam/2021/1.json
assam,Assam,2021,2,2021-04-01,4267940,data/aggregated/user/country/india/state/assam/2021/2.json
assam,Assam,2021,3,2021-07-01,4661558,data/aggregated/user/country/india/state/assam/2021/3.json
assam,Assam,2021,4,2021-10-01,5099567,data/aggregated/user/country/india/state/assam/2021/4.json
assam,Assam,2022,1,2022-01-01,5551092,data/aggregated/user/country/india/state/assam/2022/1.json
assam,Assam,2022,2,2022-04-01,6021618,data/aggregated/user/country/india/state/assam/2022/2.json
assam,Assam,2022,3,2022-07-01,6517957,data/aggregated/user/country/india/state/assam/2022/3.json
assam,Assam,2022,4,2022-10-01,6999042,data/aggregated/user/country/india/state/assam/2022/4.json
assam,Assam,2023,1,2023-01-01,7478158,data/aggregated/user/country/india/state/assam/2023/1.json
assam,Assam,2023,2,2023-04-01,7935267,data/aggregated/user/country/india/state/assam/2023/2.json
assam,Assam,2023,3,2023-07-01,8451423,data/aggregated/user/country/india/state/assam/2023/3.json
assam,Assam,2023,4,2023-10-01,9011333,data/aggregated/user/country/india/state/assam/2023/4.json
assam,Assam,2024,1,2024-01-01,9619049,data/aggregated/user/country/india/state/assam/2024/1.json
assam,Assam,2024,2,2024-04-01,10259479,data/aggregated/user/country/india/state/assam/2024/2.json
assam,Assam,2024,3,2024-07-01,10865707,data/aggregated/user/country/india/state/assam/2024/3.json
assam,Assam,2024,4,2024-10-01,11341543,data/aggregated/user/country/india/state/assam/2024/4.json
assam,Assam,2025,1,2025-01-01,11808496,data/aggregated/user/country/india/state/assam/2025/1.json
assam,Assam,2025,2,2025-04-01,12266826,data/aggregated/user/country/india/state/assam/2025/2.json
assam,Assam,2025,3,2025-07-01,12771675,data/aggregated/user/country/india/state/assam/2025/3.json
assam,Assam,2025,4,2025-10-01,13282617,data/aggregated/user/country/india/state/assam/2025/4.json
assam,Assam,2026,1,2026-01-01,13764766,data/aggregated/user/country/india/state/assam/2026/1.json
assam,Assam,2026,2,2026-04-01,14095525,data/aggregated/user/country/india/state/assam/2026/2.json
bihar,Bihar,2018,1,2018-01-01,2173873,data/aggregated/user/country/india/state/bihar/2018/1.json
bihar,Bihar,2018,2,2018-04-01,3075993,data/aggregated/user/country/india/state/bihar/2018/2.json
bihar,Bihar,2018,3,2018-07-01,3846555,data/aggregated/user/country/india/state/bihar/2018/3.json
bihar,Bihar,2018,4,2018-10-01,4894391,data/aggregated/user/country/india/state/bihar/2018/4.json
bihar,Bihar,2019,1,2019-01-01,5903371,data/aggregated/user/country/india/state/bihar/2019/1.json
bihar,Bihar,2019,2,2019-04-01,6750778,data/aggregated/user/country/india/state/bihar/2019/2.json
bihar,Bihar,2019,3,2019-07-01,7595450,data/aggregated/user/country/india/state/bihar/2019/3.json
bihar,Bihar,2019,4,2019-10-01,8557982,data/aggregated/user/country/india/state/bihar/2019/4.json
bihar,Bihar,2020,1,2020-01-01,9579162,data/aggregated/user/country/india/state/bihar/2020/1.json
bihar,Bihar,2020,2,2020-04-01,10810307,data/aggregated/user/country/india/state/bihar/2020/2.json
bihar,Bihar,2020,3,2020-07-01,11972054,data/aggregated/user/country/india/state/bihar/2020/3.json
